# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct  1 07:37:32 2015
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
# COLUMN pl_msinij:      Planet M*sin(i) [Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_massj,pl_msinij,st_mass
1841,WASP-8,c,Radial Velocity,2,4323.00000000,5.280000,,9.45000,1.03
1842,WASP-80,b,Transit,1,3.06785234,0.034400,0.53800,,0.58
1843,WASP-82,b,Transit,1,2.70578500,0.044800,1.25000,,1.64
1844,WASP-83,b,Transit,1,4.97125200,0.059000,0.30000,,1.11
1845,WASP-84,b,Transit,1,8.52348650,0.077100,0.69400,,0.84
1846,WASP-88,b,Transit,1,4.95400000,0.064310,0.56000,,1.45
1847,WASP-89,b,Transit,1,3.35642270,0.042700,5.90000,,0.92
1848,WASP-94 A,b,Transit,1,3.95019070,0.055000,0.45200,,1.45
1849,WASP-94 B,b,Radial Velocity,1,2.00839000,0.033500,,0.61800,1.24
1850,WASP-95,b,Transit,1,2.18467300,0.034160,1.13000,,1.11
1851,WASP-96,b,Transit,1,3.42526020,0.045300,0.48000,,1.06
1852,WASP-97,b,Transit,1,2.07276000,0.033030,1.32000,,1.12
1853,WASP-98,b,Transit,1,2.96264000,0.036000,0.83000,,0.69
1854,WASP-99,b,Transit,1,5.75251000,0.071700,2.78000,,1.48
1855,WD 0806-661,b,Imaging,1,,2500.000000,7.50000,,0.62
1856,WISEP J121756.91+162640.2 A,b,Imaging,1,,8.000000,22.00000,,0.03
1857,WTS-1,b,Transit,1,3.35205700,0.047000,4.01000,,1.20
1858,WTS-2,b,Transit,1,1.01870680,0.018550,1.12000,,0.82
1859,XO-1,b,Transit,1,3.94150685,0.049000,0.92000,,1.03
1860,XO-2 N,b,Transit,1,2.61585922,0.036730,0.59700,,0.97
1861,XO-2 S,b,Radial Velocity,2,18.15700000,0.134400,,0.25900,0.98
1862,XO-2 S,c,Radial Velocity,2,120.80000000,0.475600,,1.37000,0.98
1863,XO-3,b,Transit,1,3.19152390,0.045400,11.79000,,1.21
1864,XO-4,b,Transit,1,4.12508280,,1.78000,,1.32
1865,XO-5,b,Transit,1,4.18775580,0.051500,1.19000,,1.04
1866,alf Ari,b,Radial Velocity,1,380.80000000,1.200000,,1.80000,1.50
1867,alf Cen B,b,Radial Velocity,1,3.23570000,0.040000,,0.00360,0.93
1868,alf Tau,b,Radial Velocity,1,628.96000000,1.460000,,6.47000,1.13
1869,bet Cnc,b,Radial Velocity,1,605.20000000,1.700000,,7.80000,1.70
1870,bet Pic,b,Imaging,1,7482.50000000,9.040000,,,
1871,bet UMi,b,Radial Velocity,1,522.30000000,1.400000,,6.10000,1.40
1872,eps CrB,b,Radial Velocity,1,417.90000000,1.300000,,6.70000,1.70
1873,eps Eri,b,Radial Velocity,1,2502.00000000,3.390000,1.55000,0.78000,0.83
1874,eps Tau,b,Radial Velocity,1,594.90000000,1.930000,,7.60000,2.70
1875,gam 1 Leo,b,Radial Velocity,1,428.50000000,1.190000,,8.78000,1.23
1876,gam Cep,b,Radial Velocity,1,905.57400000,2.130000,,1.70000,1.59
1877,kap And,b,Imaging,1,,55.000000,13.61600,,2.60
1878,kap CrB,b,Radial Velocity,1,1251.00000000,2.600000,,1.60000,1.51
1879,mu Leo,b,Radial Velocity,1,357.80000000,1.100000,,2.40000,1.50
1880,nu Oph,b,Radial Velocity,2,530.32000000,1.900000,,24.00000,3.04
1881,nu Oph,c,Radial Velocity,2,3186.00000000,6.100000,,27.00000,3.04
1882,ome Ser,b,Radial Velocity,1,277.02000000,1.100000,,1.70000,2.17
1883,omi CrB,b,Radial Velocity,1,187.83000000,0.830000,,1.50000,2.13
1884,omi UMa,b,Radial Velocity,1,1630.00000000,3.900000,,4.10000,3.09
1885,rho CrB,b,Radial Velocity,1,39.64500000,,,,1.00
1886,tau Boo,b,Radial Velocity,1,3.31245680,0.049000,,4.32000,1.34
1887,tau Gem,b,Radial Velocity,1,305.50000000,1.170000,,20.60000,2.30
1888,ups And,b,Radial Velocity,4,4.61703300,0.059222,,0.68760,
1889,ups And,c,Radial Velocity,4,241.25800000,0.827774,,1.98100,
1890,ups And,d,Radial Velocity,4,1276.46000000,2.513290,,4.13200,
1891,ups And,e,Radial Velocity,4,3848.86000000,5.245580,,1.05900,
1892,xi Aql,b,Radial Velocity,1,136.75000000,0.680000,,2.80000,2.20
